,Country,LOCATION,ISO CODE 2 letter,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,value_to_usdollar,Flag Codes
671,Madagascar,MDG,MG,PPP,TOT,NATUSD,A,2012,741.0476070000001,
672,Madagascar,MDG,MG,PPP,TOT,NATUSD,A,2013,776.217163,
673,Madagascar,MDG,MG,PPP,TOT,NATUSD,A,2014,823.655884,
674,Madagascar,MDG,MG,PPP,TOT,NATUSD,A,2015,886.092041,
675,Madagascar,MDG,MG,PPP,TOT,NATUSD,A,2016,940.873291,
676,Madagascar,MDG,MG,PPP,TOT,NATUSD,A,2017,1013.4346310000001,
677,Madagascar,MDG,MG,PPP,TOT,NATUSD,A,2018,1064.3514599999999,
678,Malta,MLT,MT,PPP,TOT,NATUSD,A,2000,0.579803,
679,Malta,MLT,MT,PPP,TOT,NATUSD,A,2001,0.588846,
680,Malta,MLT,MT,PPP,TOT,NATUSD,A,2002,0.5818369999999999,
681,Malta,MLT,MT,PPP,TOT,NATUSD,A,2003,0.57449,
682,Malta,MLT,MT,PPP,TOT,NATUSD,A,2004,0.566729,
683,Malta,MLT,MT,PPP,TOT,NATUSD,A,2005,0.572731,
684,Malta,MLT,MT,PPP,TOT,NATUSD,A,2006,0.572382,
685,Malta,MLT,MT,PPP,TOT,NATUSD,A,2007,0.5687989999999999,
686,Malta,MLT,MT,PPP,TOT,NATUSD,A,2008,0.571554,
687,Malta,MLT,MT,PPP,TOT,NATUSD,A,2009,0.569036,
688,Malta,MLT,MT,PPP,TOT,NATUSD,A,2010,0.572042,
689,Malta,MLT,MT,PPP,TOT,NATUSD,A,2011,0.57415,
690,Malta,MLT,MT,PPP,TOT,NATUSD,A,2012,0.57973,
691,Malta,MLT,MT,PPP,TOT,NATUSD,A,2013,0.577476,
692,Malta,MLT,MT,PPP,TOT,NATUSD,A,2014,0.586357,
693,Malta,MLT,MT,PPP,TOT,NATUSD,A,2015,0.599701,
694,Malta,MLT,MT,PPP,TOT,NATUSD,A,2016,0.583018,
695,Malta,MLT,MT,PPP,TOT,NATUSD,A,2017,0.584558,
696,Malta,MLT,MT,PPP,TOT,NATUSD,A,2018,0.566041,
697,Malta,MLT,MT,PPP,TOT,NATUSD,A,2019,0.5598920000000001,
698,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2000,6.103027,
699,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2001,6.332835,
700,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2002,6.5536970000000005,
701,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2003,6.648072999999999,
702,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2004,6.989209,
703,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2005,7.126861999999999,
704,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2006,7.157871000000001,
705,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2007,7.374153,
706,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2008,7.469532000000001,
707,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2009,7.428653999999999,
708,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2010,7.676842999999999,
709,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2011,7.673013,
710,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2012,7.858708,
711,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2013,7.884359,
712,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2014,8.045318,
713,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2015,8.327595,
714,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2016,8.446043,
715,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2017,8.88443,
716,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2018,9.16075,
717,Mexico,MEX,MX,PPP,TOT,NATUSD,A,2019,9.148021,
718,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2000,3.9630410000000005,
719,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2001,3.9032769999999997,
720,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2002,3.888936,
721,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2003,3.858602,
722,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2004,3.8032550000000005,
723,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2005,3.732276,
724,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2006,3.678727,
725,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2007,3.7112839999999996,
726,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2008,3.805403,
727,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2009,3.782161,
728,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2010,3.775071,
729,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2011,3.672276,
730,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2012,3.757054,
731,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2013,3.8147,
732,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2014,3.970819,
733,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2015,3.9933650000000003,
734,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2016,4.0176110000000005,
735,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2017,4.02344,
736,Morocco,MAR,MA,PPP,TOT,NATUSD,A,2018,3.969633,
737,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2000,0.8901629999999999,
738,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2001,0.904694,
739,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2002,0.900863,
740,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2003,0.926458,
741,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2004,0.908546,
742,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2005,0.8971389999999999,
743,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2006,0.873084,
744,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2007,0.861245,
745,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2008,0.847775,
746,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2009,0.84772,
747,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2010,0.8533940000000001,
748,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2011,0.836065,
749,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2012,0.824408,
750,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2013,0.7981659999999999,
751,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2014,0.8087979999999999,
752,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2015,0.809978,
753,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2016,0.7954479999999999,
754,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2017,0.77966,
755,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2018,0.752016,
756,Netherlands,NLD,NL,PPP,TOT,NATUSD,A,2019,0.7627689999999999,
757,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2000,1.443906,
758,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2001,1.4743870000000001,
759,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2002,1.468962,
760,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2003,1.49747,
761,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2004,1.507677,
762,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2005,1.535,
763,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2006,1.481508,
764,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2007,1.505519,
765,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2008,1.490709,
766,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2009,1.470995,
767,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2010,1.496126,
768,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2011,1.4859149999999999,
769,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2012,1.495622,
770,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2013,1.4459790000000001,
771,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2014,1.4407299999999998,
772,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2015,1.478014,
773,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2016,1.441008,
774,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2017,1.426552,
775,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2018,1.389902,
776,New Zealand,NZL,NZ,PPP,TOT,NATUSD,A,2019,1.407576,
777,Norway,NOR,NO,PPP,TOT,NATUSD,A,2000,9.082606,
778,Norway,NOR,NO,PPP,TOT,NATUSD,A,2001,9.173071,
779,Norway,NOR,NO,PPP,TOT,NATUSD,A,2002,9.05673,
780,Norway,NOR,NO,PPP,TOT,NATUSD,A,2003,9.206974,
781,Norway,NOR,NO,PPP,TOT,NATUSD,A,2004,9.133219,
782,Norway,NOR,NO,PPP,TOT,NATUSD,A,2005,9.005203999999999,
783,Norway,NOR,NO,PPP,TOT,NATUSD,A,2006,8.791878,
784,Norway,NOR,NO,PPP,TOT,NATUSD,A,2007,8.933784,
785,Norway,NOR,NO,PPP,TOT,NATUSD,A,2008,8.859281,
786,Norway,NOR,NO,PPP,TOT,NATUSD,A,2009,9.077231,
787,Norway,NOR,NO,PPP,TOT,NATUSD,A,2010,9.144245,
788,Norway,NOR,NO,PPP,TOT,NATUSD,A,2011,9.082736,
789,Norway,NOR,NO,PPP,TOT,NATUSD,A,2012,9.037085000000001,
790,Norway,NOR,NO,PPP,TOT,NATUSD,A,2013,9.029349,
791,Norway,NOR,NO,PPP,TOT,NATUSD,A,2014,9.278458,
792,Norway,NOR,NO,PPP,TOT,NATUSD,A,2015,9.932516,
793,Norway,NOR,NO,PPP,TOT,NATUSD,A,2016,10.0419,
794,Norway,NOR,NO,PPP,TOT,NATUSD,A,2017,9.718796000000001,
795,Norway,NOR,NO,PPP,TOT,NATUSD,A,2018,9.303837,
796,Norway,NOR,NO,PPP,TOT,NATUSD,A,2019,9.480528,
797,Peru,PER,PE,PPP,TOT,NATUSD,A,2000,1.353251,
798,Peru,PER,PE,PPP,TOT,NATUSD,A,2001,1.330234,
799,Peru,PER,PE,PPP,TOT,NATUSD,A,2002,1.310948,
800,Peru,PER,PE,PPP,TOT,NATUSD,A,2003,1.3102610000000001,
801,Peru,PER,PE,PPP,TOT,NATUSD,A,2004,1.356026,
802,Peru,PER,PE,PPP,TOT,NATUSD,A,2005,1.3611389999999999,
803,Peru,PER,PE,PPP,TOT,NATUSD,A,2006,1.422309,
804,Peru,PER,PE,PPP,TOT,NATUSD,A,2007,1.405748,
805,Peru,PER,PE,PPP,TOT,NATUSD,A,2008,1.39414,
806,Peru,PER,PE,PPP,TOT,NATUSD,A,2009,1.412145,
807,Peru,PER,PE,PPP,TOT,NATUSD,A,2010,1.475595,
808,Peru,PER,PE,PPP,TOT,NATUSD,A,2011,1.542905,
809,Peru,PER,PE,PPP,TOT,NATUSD,A,2012,1.598911,
810,Peru,PER,PE,PPP,TOT,NATUSD,A,2013,1.615967,
811,Peru,PER,PE,PPP,TOT,NATUSD,A,2014,1.64592,
812,Peru,PER,PE,PPP,TOT,NATUSD,A,2015,1.7141389999999999,
813,Peru,PER,PE,PPP,TOT,NATUSD,A,2016,1.743377,
814,Peru,PER,PE,PPP,TOT,NATUSD,A,2017,1.749455,
815,Peru,PER,PE,PPP,TOT,NATUSD,A,2018,1.742287,
816,Poland,POL,PL,PPP,TOT,NATUSD,A,2000,1.832369,
817,Poland,POL,PL,PPP,TOT,NATUSD,A,2001,1.836811,
818,Poland,POL,PL,PPP,TOT,NATUSD,A,2002,1.799795,
819,Poland,POL,PL,PPP,TOT,NATUSD,A,2003,1.806327,
820,Poland,POL,PL,PPP,TOT,NATUSD,A,2004,1.831563,
821,Poland,POL,PL,PPP,TOT,NATUSD,A,2005,1.8675950000000001,
822,Poland,POL,PL,PPP,TOT,NATUSD,A,2006,1.852931,
823,Poland,POL,PL,PPP,TOT,NATUSD,A,2007,1.8561889999999999,
824,Poland,POL,PL,PPP,TOT,NATUSD,A,2008,1.842243,
825,Poland,POL,PL,PPP,TOT,NATUSD,A,2009,1.867782,
826,Poland,POL,PL,PPP,TOT,NATUSD,A,2010,1.803438,
827,Poland,POL,PL,PPP,TOT,NATUSD,A,2011,1.8014240000000001,
828,Poland,POL,PL,PPP,TOT,NATUSD,A,2012,1.796168,
829,Poland,POL,PL,PPP,TOT,NATUSD,A,2013,1.762045,
830,Poland,POL,PL,PPP,TOT,NATUSD,A,2014,1.7671419999999998,
831,Poland,POL,PL,PPP,TOT,NATUSD,A,2015,1.765116,
832,Poland,POL,PL,PPP,TOT,NATUSD,A,2016,1.7328430000000001,
833,Poland,POL,PL,PPP,TOT,NATUSD,A,2017,1.7373319999999999,
834,Poland,POL,PL,PPP,TOT,NATUSD,A,2018,1.693585,
835,Poland,POL,PL,PPP,TOT,NATUSD,A,2019,1.713336,
836,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2000,0.660828,
837,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2001,0.670763,
838,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2002,0.672081,
839,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2003,0.670488,
840,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2004,0.676708,
841,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2005,0.664259,
842,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2006,0.641013,
843,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2007,0.647602,
844,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2008,0.6361479999999999,
845,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2009,0.626868,
846,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2010,0.6226470000000001,
847,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2011,0.6230829999999999,
848,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2012,0.605398,
849,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2013,0.583607,
850,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2014,0.578868,
851,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2015,0.584947,
852,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2016,0.571416,
853,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2017,0.573856,
854,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2018,0.5537,
855,Portugal,PRT,PT,PPP,TOT,NATUSD,A,2019,0.547768,
856,Romania,ROU,RO,PPP,TOT,NATUSD,A,2000,0.6159140000000001,
857,Romania,ROU,RO,PPP,TOT,NATUSD,A,2001,0.813331,
858,Romania,ROU,RO,PPP,TOT,NATUSD,A,2002,0.97835,
859,Romania,ROU,RO,PPP,TOT,NATUSD,A,2003,1.177894,
860,Romania,ROU,RO,PPP,TOT,NATUSD,A,2004,1.269809,
861,Romania,ROU,RO,PPP,TOT,NATUSD,A,2005,1.401281,
862,Romania,ROU,RO,PPP,TOT,NATUSD,A,2006,1.401314,
863,Romania,ROU,RO,PPP,TOT,NATUSD,A,2007,1.489724,
864,Romania,ROU,RO,PPP,TOT,NATUSD,A,2008,1.566236,
865,Romania,ROU,RO,PPP,TOT,NATUSD,A,2009,1.566071,
866,Romania,ROU,RO,PPP,TOT,NATUSD,A,2010,1.536475,
867,Romania,ROU,RO,PPP,TOT,NATUSD,A,2011,1.550043,
868,Romania,ROU,RO,PPP,TOT,NATUSD,A,2012,1.563597,
869,Romania,ROU,RO,PPP,TOT,NATUSD,A,2013,1.606225,
870,Romania,ROU,RO,PPP,TOT,NATUSD,A,2014,1.628363,
871,Romania,ROU,RO,PPP,TOT,NATUSD,A,2015,1.662875,
872,Romania,ROU,RO,PPP,TOT,NATUSD,A,2016,1.596926,
873,Romania,ROU,RO,PPP,TOT,NATUSD,A,2017,1.608435,
874,Romania,ROU,RO,PPP,TOT,NATUSD,A,2018,1.619789,
875,Romania,ROU,RO,PPP,TOT,NATUSD,A,2019,1.64222,
876,Russia,RUS,RU,PPP,TOT,NATUSD,A,2000,7.301404,
877,Russia,RUS,RU,PPP,TOT,NATUSD,A,2001,8.322817,
878,Russia,RUS,RU,PPP,TOT,NATUSD,A,2002,9.273503999999999,
879,Russia,RUS,RU,PPP,TOT,NATUSD,A,2003,9.866787,
880,Russia,RUS,RU,PPP,TOT,NATUSD,A,2004,11.556842999999999,
881,Russia,RUS,RU,PPP,TOT,NATUSD,A,2005,12.736131,
882,Russia,RUS,RU,PPP,TOT,NATUSD,A,2006,12.618288,
883,Russia,RUS,RU,PPP,TOT,NATUSD,A,2007,13.984503,
884,Russia,RUS,RU,PPP,TOT,NATUSD,A,2008,14.341196,
885,Russia,RUS,RU,PPP,TOT,NATUSD,A,2009,14.016913,
886,Russia,RUS,RU,PPP,TOT,NATUSD,A,2010,15.821142000000002,
887,Russia,RUS,RU,PPP,TOT,NATUSD,A,2011,18.443729,
888,Russia,RUS,RU,PPP,TOT,NATUSD,A,2012,19.568260000000002,
889,Russia,RUS,RU,PPP,TOT,NATUSD,A,2013,19.505592,
890,Russia,RUS,RU,PPP,TOT,NATUSD,A,2014,20.998875,
891,Russia,RUS,RU,PPP,TOT,NATUSD,A,2015,23.562632,
892,Russia,RUS,RU,PPP,TOT,NATUSD,A,2016,24.192337,
893,Russia,RUS,RU,PPP,TOT,NATUSD,A,2017,24.0504,
894,Russia,RUS,RU,PPP,TOT,NATUSD,A,2018,24.297159,
895,Russia,RUS,RU,PPP,TOT,NATUSD,A,2019,24.823776000000002,
896,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2000,0.8623430000000001,
897,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2001,0.829939,
898,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2002,0.865684,
899,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2003,0.869589,
900,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2004,0.9404170000000001,
901,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2005,1.095774,
902,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2006,1.1866700000000001,
903,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2007,1.253109,
904,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2008,1.446642,
905,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2009,1.2101030000000002,
906,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2010,1.401801,
907,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2011,1.586354,
908,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2012,1.6501970000000001,
909,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2013,1.666466,
910,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2014,1.646281,
911,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2015,1.591297,
912,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2016,1.6389200000000002,
913,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2017,1.649027,
914,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2018,1.795077,
915,Saudi Arabia,SAU,SA,PPP,TOT,NATUSD,A,2019,1.7694459999999999,
916,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2000,0.937466,
917,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2001,0.900684,
918,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2002,0.8787799999999999,
919,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2003,0.8473370000000001,
920,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2004,0.858735,
921,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2005,0.8486790000000001,
922,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2006,0.8389540000000001,
923,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2007,0.865344,
924,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2008,0.837067,
925,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2009,0.855332,
926,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2010,0.8548020000000001,
927,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2011,0.8467379999999999,
928,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2012,0.845866,
929,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2013,0.8588020000000001,
930,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2014,0.86406,
931,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2015,0.8796219999999999,
932,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2016,0.878245,
933,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2017,0.8859799999999999,
934,Singapore,SGP,SG,PPP,TOT,NATUSD,A,2018,0.881417,
935,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2000,0.5162260000000001,
936,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2001,0.515601,
937,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2002,0.521518,
938,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2003,0.544909,
939,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2004,0.564956,
940,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2005,0.564715,
941,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2006,0.555338,
942,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2007,0.554435,
943,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2008,0.53743,
944,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2009,0.515184,
945,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2010,0.501703,
946,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2011,0.5064069999999999,
947,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2012,0.504542,
948,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2013,0.491124,
949,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2014,0.485412,
950,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2015,0.49154799999999993,
951,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2016,0.5031939999999999,
952,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2017,0.51479,
953,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2018,0.504794,
954,Slovakia,SVK,SK,PPP,TOT,NATUSD,A,2019,0.513491,
955,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2000,0.526349,
956,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2001,0.560022,
957,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2002,0.583286,
958,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2003,0.608518,
959,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2004,0.608333,
960,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2005,0.610135,
961,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2006,0.6105,
962,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2007,0.631131,
963,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2008,0.633789,
964,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2009,0.645,
965,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2010,0.637413,
966,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2011,0.62397,
967,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2012,0.606793,
968,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2013,0.590407,
969,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2014,0.591238,
970,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2015,0.595298,
971,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2016,0.577106,
972,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2017,0.568335,
973,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2018,0.550876,
974,Slovenia,SVN,SI,PPP,TOT,NATUSD,A,2019,0.5462279999999999,
975,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2000,2.727774,
976,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2001,2.873205,
977,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2002,3.1736869999999997,
978,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2003,3.2963410000000004,
979,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2004,3.419435,
980,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2005,3.49684,
981,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2006,3.606437,
982,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2007,3.822892,
983,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2008,4.081128,
984,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2009,4.354202,
985,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2010,4.577401,
986,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2011,4.776628,
987,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2012,5.107817,
988,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2013,5.295738,
989,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2014,5.571891,
990,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2015,5.8252559999999995,
991,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2016,6.159093,
992,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2017,6.426701,
993,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2018,6.519588,
994,South Africa,ZAF,ZA,PPP,TOT,NATUSD,A,2019,6.652566,
995,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2000,747.7149559999999,
996,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2001,757.117476,
997,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2002,769.77179,
998,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2003,791.696603,
999,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2004,795.055445,
1000,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2005,788.920135,
1001,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2006,772.4804190000001,
1002,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2007,770.4710259999999,
1003,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2008,785.717886,
1004,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2009,827.8176129999999,
1005,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2010,840.683012,
1006,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2011,854.585723,
1007,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2012,854.887268,
1008,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2013,869.0814220000001,
1009,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2014,871.878106,
1010,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2015,857.4833869999999,
1011,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2016,858.8096869999999,
1012,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2017,869.372342,
1013,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2018,842.106508,
1014,South Korea,KOR,KR,PPP,TOT,NATUSD,A,2019,843.244508,
1015,Spain,ESP,ES,PPP,TOT,NATUSD,A,2000,0.739549,
1016,Spain,ESP,ES,PPP,TOT,NATUSD,A,2001,0.747416,
1017,Spain,ESP,ES,PPP,TOT,NATUSD,A,2002,0.742312,
